REPO_PATH: code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
FILE_NAME: non_insulin_dm_meds_dmd.csv

CONTENT_START
dmd_code,term,drug_class_1,drug_class_2,drug_substance_1,drug_substance_2
12110311000001109,Gliclazide 60mg/5ml oral suspension (Special Order) 1 ml (product),SU,NA,Gliclazide,NA
12135311000001108,Glibenclamide 3 mg/ml oral solution,SU,NA,Glibenclamide,NA
12135411000001101,Glibenclamide 3 mg/ml oral suspension,SU,NA,Glibenclamide,NA
12135511000001102,Glibenclamide 500 microgram/ml oral solution,SU,NA,Glibenclamide,NA
12135611000001103,Glibenclamide 500 microgram/ml oral suspension,SU,NA,Glibenclamide,NA
12135711000001107,Glibenclamide 125 microgram/ml oral solution,SU,NA,Glibenclamide,NA
12135811000001104,Glibenclamide 125 microgram/ml oral suspension,SU,NA,Glibenclamide,NA
12135911000001109,Gliclazide 20 mg/ml oral suspension,SU,NA,Gliclazide,NA
12136011000001101,Gliclazide 24 mg/ml oral suspension,SU,NA,Gliclazide,NA
12136111000001100,Gliclazide 4 mg/ml oral suspension,SU,NA,Gliclazide,NA
12136211000001106,Gliclazide 10 mg/ml oral suspension,SU,NA,Gliclazide,NA
12136411000001105,Gliclazide 12 mg/ml oral suspension,SU,NA,Gliclazide,NA
12147111000001103,Glimepiride 1mg tablets (Kent Pharma (UK) Ltd),SU,NA,Glimepiride,NA
12147211000001109,Glimepiride 1mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets,SU,NA,Glimepiride,NA
12147311000001101,Glimepiride 2mg tablets (Kent Pharma (UK) Ltd),SU,NA,Glimepiride,NA
12147411000001108,Glimepiride 2mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets,SU,NA,Glimepiride,NA
12147511000001107,Glimepiride 3mg tablets (Kent Pharma (UK) Ltd),SU,NA,Glimepiride,NA
12147611000001106,Glimepiride 3mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets,SU,NA,Glimepiride,NA
12147711000001102,Glimepiride 4mg tablets (Kent Pharma (UK) Ltd),SU,NA,Glimepiride,NA
12147811000001105,Glimepiride 4mg tablets (Kent Pharma (UK) Ltd) 30 tablet 2 x 15 tablets,SU,NA,Glimepiride,NA
12177101000001101,ALOGLIPTIN,DPP4,NA,Alogliptin,NA
12177301000001104,ALOGLIPTIN 6.25mg tablets,DPP4,NA,Alogliptin,NA
12177501000001106,ALOGLIPTIN 12.5mg tablets,DPP4,NA,Alogliptin,NA
12177701000001100,ALOGLIPTIN 25mg tablets,DPP4,NA,Alogliptin,NA
12177801000001109,METFORMIN + ALOGLIPTIN,DPP4,MFN,Alogliptin,Metformin
12178001000001101,ALOGLIPTIN+METFORMIN HYDROCHLORIDE 12.5mg/1000mg tablets,DPP4,MFN,Alogliptin,Metformin
12178101000001100,METFORMIN + DAPAGLIFLOZIN,SGLT2,MFN,Dapagliflozin,Metformin
12178301000001103,DAPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/850mg tablets,SGLT2,MFN,Dapagliflozin,Metformin
12178501000001105,DAPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/1000mg tablets,SGLT2,MFN,Dapagliflozin,Metformin
12200111000001106,Repaglinide 500microgram tablets (Waymade Healthcare Plc) (product),Glinide,NA,Repaglinide,NA
12200211000001100,Repaglinide 500microgram tablets (Waymade Healthcare Plc) 90 tablet (product),Glinide,NA,Repaglinide,NA
12200311000001108,Repaglinide 1mg tablets (Waymade Healthcare Plc) (product),Glinide,NA,Repaglinide,NA
12200411000001101,Repaglinide 1mg tablets (Waymade Healthcare Plc) 90 tablet (product),Glinide,NA,Repaglinide,NA
12200511000001102,Repaglinide 2mg tablets (Waymade Healthcare Plc) (product),Glinide,NA,Repaglinide,NA
12200611000001103,Repaglinide 2mg tablets (Waymade Healthcare Plc) 90 tablet (product),Glinide,NA,Repaglinide,NA
1224511000001103,Glipizide 2.5mg tablets 28 tablet (product),SU,NA,Glipizide,NA
12283601000001106,CANAGLIFLOZIN,SGLT2,NA,Canagliflozin,NA
12283801000001105,CANAGLIFLOZIN 100mg tablets,SGLT2,NA,Canagliflozin,NA
12283901000001104,CANAGLIFLOZIN 300mg tablets,SGLT2,NA,Canagliflozin,NA
12284001000001101,EMPAGLIFLOZIN,SGLT2,NA,Empagliflozin,NA
12284201000001107,EMPAGLIFLOZIN 10mg tablets,SGLT2,NA,Empagliflozin,NA
12284401000001106,EMPAGLIFLOZIN 25mg tablets,SGLT2,NA,Empagliflozin,NA
1237011000001100,Rosiglitazone 4mg tablets 28 tablet (product),TZD,NA,Rosiglitazone,NA
12536801000001102,INSULIN DEGLUDEC + LIRAGLUTIDE,GLP1,NA,Liraglutide,NA
12537001000001107,INSULIN DEGLUDEC+LIRAGLUTIDE 100iu/mL/3.6mg/mL soln inj pen,GLP1,NA,Liraglutide,NA
12538301000001106,CANAGLIFLOZIN+METFORMIN HYDROCHLORIDE 50mg/850mg tablets,SGLT2,MFN,Canagliflozin,Metformin
12538601000001100,EXENATIDE 2mg powder+solvent for susp for inj prefilled pen,GLP1,NA,Exenatide,NA
12538701000001105,METFORMIN + CANAGLIFLOZIN,SGLT2,MFN,Canagliflozin,Metformin
12539001000001102,CANAGLIFLOZIN+METFORMIN HYDROCHLORIDE 50mg/1000mg tablets,SGLT2,MFN,Canagliflozin,Metformin
12539101000001101,DULAGLUTIDE,GLP1,NA,Dulaglutide,NA
12539301000001104,DULAGLUTIDE 750micrograms/0.5mL soln for injection p/f pen,GLP1,NA,Dulaglutide,NA
12539501000001106,DULAGLUTIDE 1.5mg/0.5mL soln for injection prefilled pen,GLP1,NA,Dulaglutide,NA
12539701000001100,DULAGLUTIDE 750micrograms/0.5mL solution for injection pfs,GLP1,NA,Dulaglutide,NA
12539901000001103,DULAGLUTIDE 1.5mg/0.5mL soln for injection prefilled syringe,GLP1,NA,Dulaglutide,NA
12666601000001104,METFORMIN + EMPAGLIFLOZIN,SGLT2,MFN,Empagliflozin,Metformin
12666801000001100,EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/850mg tablets,SGLT2,MFN,Empagliflozin,Metformin
12667001000001105,EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 5mg/1000mg tablets,SGLT2,MFN,Empagliflozin,Metformin
12667201000001104,EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 12.5mg/850mg tablets,SGLT2,MFN,Empagliflozin,Metformin
12667401000001100,EMPAGLIFLOZIN+METFORMIN HYDROCHLORIDE 12.5mg/1000mg tablets,SGLT2,MFN,Empagliflozin,Metformin
12779811000001105,Metformin 500mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) 150 ml (product),MFN,NA,Metformin,NA
12792611000001106,Metformin 1g/5ml oral solution 1 ml (product),MFN,NA,Metformin,NA
12792711000001102,Metformin 1g/5ml oral solution (Special Order) (product),MFN,NA,Metformin,NA
12792811000001105,Metformin 1g/5ml oral solution (Special Order) 1 ml (product),MFN,NA,Metformin,NA
12792911000001100,Metformin 5mg/5ml oral solution 1 ml (product),MFN,NA,Metformin,NA
12793011000001108,Metformin 5mg/5ml oral solution (Special Order) (product),MFN,NA,Metformin,NA
12793111000001109,Metformin 5mg/5ml oral solution (Special Order) 1 ml (product),MFN,NA,Metformin,NA
12798011000001101,Metformin hydrochloride 200 mg/ml oral solution,MFN,NA,Metformin,NA
12813711000001107,Metformin hydrochloride 1 mg/ml oral solution,MFN,NA,Metformin,NA
1287511000001104,Glibenclamide 2.5mg tablets 28 tablet (product),SU,NA,Glibenclamide,NA
12933201000001104,ALBIGLUTIDE,GLP1,NA,Albiglutide,NA
12933401000001100,ALBIGLUTIDE 30mg powder+solvent for solution for injection,GLP1,NA,Albiglutide,NA
129411000001101,Glipizide 5mg tablets (Pfizer Ltd) (product),SU,NA,Glipizide,NA
1294111000001104,Repaglinide 1mg tablets 30 tablet (product),Glinide,NA,Repaglinide,NA
1306211000001108,Metformin 500mg tablets 500 tablet (product),MFN,NA,Metformin,NA
1306711000001101,Acarbose 50mg tablets 90 tablet (product),Acarbose,NA,Acarbose,NA
13132201000001102,Saxagliptin + Metformin (product),MFN,DPP4,Metformin,Saxagliptin
13133401000001108,Gliclazide 30mg modified-release tablets (product),SU,NA,Gliclazide,NA
1315211000001104,Acarbose 100mg tablets 90 tablet (product),Acarbose,NA,Acarbose,NA
1320811000001101,Metformin 500mg tablets 28 tablet (product),MFN,NA,Metformin,NA
13253401000001107,Metformin 500mg modified-release tablets (product),MFN,NA,Metformin,NA
13263501000001100,Metformin 750mg modified-release tablets (product),MFN,NA,Metformin,NA
13265201000001104,Metformin 1g modified-release tablets (product),MFN,NA,Metformin,NA
13317411000001104,Tolbutamide 1g/5ml oral suspension 1 ml (product),SU,NA,Tolbutamide,NA
13317511000001100,Tolbutamide 1g/5ml oral suspension (Special Order) (product),SU,NA,Tolbutamide,NA
13317611000001101,Tolbutamide 1g/5ml oral suspension (Special Order) 1 ml (product),SU,NA,Tolbutamide,NA
13317911000001107,Tolbutamide 250mg/5ml oral suspension 1 ml (product),SU,NA,Tolbutamide,NA
13318011000001109,Tolbutamide 250mg/5ml oral suspension (Special Order) (product),SU,NA,Tolbutamide,NA
13318111000001105,Tolbutamide 250mg/5ml oral suspension (Special Order) 1 ml (product),SU,NA,Tolbutamide,NA
13324311000001108,Tolbutamide 200 mg/ml oral suspension,SU,NA,Tolbutamide,NA
13324411000001101,Tolbutamide 50 mg/ml oral suspension,SU,NA,Tolbutamide,NA
13411511000001104,Vildagliptin 50mg tablets 56 tablet (product),DPP4,NA,Vildagliptin,NA
13412211000001109,Metformin 1g / Vildagliptin 50mg tablets 60 tablet (product),MFN,DPP4,Metformin,Vildagliptin
13412511000001107,Metformin 850mg / Vildagliptin 50mg tablets 60 tablet (product),MFN,DPP4,Metformin,Vildagliptin
13412911000001100,Vildagliptin 50 mg oral tablet 1 tablet tablet,DPP4,NA,Vildagliptin,NA
13413011000001108,Metformin hydrochloride 1 gram and vildagliptin 50 mg oral tablet 1 tablet tablet,MFN,DPP4,Metformin,Vildagliptin
13413111000001109,Metformin hydrochloride 850 mg and vildagliptin 50 mg oral tablet 1 tablet tablet,MFN,DPP4,Metformin,Vildagliptin
13434911000001104,Pioglitazone 30mg/5ml oral suspension 1 ml (product),TZD,NA,Pioglitazone,NA
13435011000001104,Pioglitazone 30mg/5ml oral suspension (Special Order) (product),TZD,NA,Pioglitazone,NA
13435111000001103,Pioglitazone 30mg/5ml oral suspension (Special Order) 1 ml (product),TZD,NA,Pioglitazone,NA
13439311000001104,Metformin + Vildagliptin (product),MFN,DPP4,Metformin,Vildagliptin
13439611000001109,Vildagliptin (product),DPP4,NA,Vildagliptin,NA
13440011000001109,Pioglitazone (as pioglitazone hydrochloride) 6 mg/ml oral suspension,TZD,NA,Pioglitazone,NA
134587001,Gliclazide 30mg modified-release tablets,SU,NA,Gliclazide,NA
134604002,Nateglinide,Glinide,NA,Nateglinide,NA
134608004,Nateglinide 180mg tablets,Glinide,NA,Nateglinide,NA
134609007,Nateglinide 120mg tablets,Glinide,NA,Nateglinide,NA
134610002,Nateglinide 60mg tablets,Glinide,NA,Nateglinide,NA
13462711000001101,Gliclazide 30mg/5ml oral suspension 1 ml (product),SU,NA,Gliclazide,NA
13462811000001109,Gliclazide 30mg/5ml oral suspension (Special Order) (product),SU,NA,Gliclazide,NA
13462911000001104,Gliclazide 30mg/5ml oral suspension (Special Order) 1 ml (product),SU,NA,Gliclazide,NA
13466811000001105,Gliclazide 6 mg/ml oral suspension,SU,NA,Gliclazide,NA
13549911000001105,Gliclazide 30mg modified-release tablets (Kent Pharma (UK) Ltd),SU,NA,Gliclazide,NA
13550111000001100,Gliclazide 30mg modified-release tablets (Kent Pharma (UK) Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
13550211000001106,Gliclazide 30mg modified-release tablets (Kent Pharma (UK) Ltd) 56 tablet 4 x 14 tablets,SU,NA,Gliclazide,NA
13578511000001105,Glipizide 5mg tablets (Doncaster Pharmaceuticals Ltd) (product),SU,NA,Glipizide,NA
13578611000001109,Glipizide 5mg tablets (Doncaster Pharmaceuticals Ltd) 56 tablet (product),SU,NA,Glipizide,NA
13588911000001108,Gliclazide 30mg modified-release tablets (UniChem Ltd) (product),SU,NA,Gliclazide,NA
13589011000001104,Gliclazide 30mg modified-release tablets (UniChem Ltd) 28 tablet (product),SU,NA,Gliclazide,NA
13589111000001103,Gliclazide 30mg modified-release tablets (UniChem Ltd) 56 tablet (product),SU,NA,Gliclazide,NA
13613911000001109,Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd) (product),SU,NA,Gliclazide,NA
13614011000001107,Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product),SU,NA,Gliclazide,NA
13614111000001108,Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets (product),SU,NA,Gliclazide,NA
13652411000001103,Metformin 500mg/5ml oral solution sugar free (UniChem Ltd) 150 ml (product),MFN,NA,Metformin,NA
13720511000001107,Glimepiride 2mg tablets (Sun Pharma UK Ltd) (product),SU,NA,Glimepiride,NA
13720711000001102,Glimepiride 2mg tablets (Sun Pharma UK Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
13720911000001100,Glimepiride 3mg tablets (Sun Pharma UK Ltd),SU,NA,Glimepiride,NA
13721111000001109,Glimepiride 3mg tablets (Sun Pharma UK Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
13721211000001103,Glimepiride 4mg tablets (Sun Pharma UK Ltd) (product),SU,NA,Glimepiride,NA
13721311000001106,Glimepiride 4mg tablets (Sun Pharma UK Ltd) 30 tablet 3 x 10 tablets (product),SU,NA,Glimepiride,NA
13748411000001109,Metformin 750mg modified-release tablets 28 tablet (product),MFN,NA,Metformin,NA
13748511000001108,Metformin 750mg modified-release tablets 56 tablet (product),MFN,NA,Metformin,NA
13756411000001106,Metformin 500mg tablets (Tillomed Laboratories Ltd) (product),MFN,NA,Metformin,NA
13756511000001105,Metformin 500mg tablets (Tillomed Laboratories Ltd) 28 tablet (product),MFN,NA,Metformin,NA
13756611000001109,Metformin 500mg tablets (Tillomed Laboratories Ltd) 500 tablet (product),MFN,NA,Metformin,NA
13757811000001105,Metformin 850mg tablets (Tillomed Laboratories Ltd) (product),MFN,NA,Metformin,NA
13757911000001100,Metformin 850mg tablets (Tillomed Laboratories Ltd) 56 tablet (product),MFN,NA,Metformin,NA
13758011000001103,Metformin 850mg tablets (Tillomed Laboratories Ltd) 300 tablet (product),MFN,NA,Metformin,NA
13772511000001107,Metformin 500mg modified-release tablets 30 tablet (product),MFN,NA,Metformin,NA
13801000001102,Glibenclamide 2.5mg tablet - product,SU,NA,Glibenclamide,NA
14122111000001106,Glimepiride 1mg tablets (Consilient Health Ltd) (product),SU,NA,Glimepiride,NA
14122211000001100,Glimepiride 1mg tablets (Consilient Health Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
14122311000001108,Glimepiride 2mg tablets (Consilient Health Ltd) (product),SU,NA,Glimepiride,NA
14122411000001101,Glimepiride 2mg tablets (Consilient Health Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
14122511000001102,Glimepiride 3mg tablets (Consilient Health Ltd) (product),SU,NA,Glimepiride,NA
14122611000001103,Glimepiride 3mg tablets (Consilient Health Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
14122711000001107,Glimepiride 4mg tablets (Consilient Health Ltd) (product),SU,NA,Glimepiride,NA
14122811000001104,Glimepiride 4mg tablets (Consilient Health Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
142001000001103,Acarbose 100mg tablet - product,Acarbose,NA,Acarbose,NA
1431011000001109,Metformin 500mg tablets (A A H Pharmaceuticals Ltd) 500 tablet (product),MFN,NA,Metformin,NA
1431111000001105,Metformin 500mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
14311311000001103,Gliclazide 30mg modified-release tablets 30 tablet (product),SU,NA,Gliclazide,NA
1431211000001104,Metformin 500mg tablets (A A H Pharmaceuticals Ltd) 84 tablet 6 x 14 tablets,MFN,NA,Metformin,NA
1431511000001101,Metformin 500mg tablets (Accord Healthcare Ltd) 28 tablet 2 x 14 tablets,MFN,NA,Metformin,NA
1431811000001103,Metformin 500mg tablets (Accord Healthcare Ltd) 84 tablet 6 x 14 tablets,MFN,NA,Metformin,NA
1432011000001101,Metformin 500mg tablets (Approved Prescription Services) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
1432411000001105,Metformin 500mg tablets (Viatris UK Healthcare Ltd) 500 tablet,MFN,NA,Metformin,NA
1432511000001109,Metformin 500mg tablets (Viatris UK Healthcare Ltd) 84 tablet 4 x 21 tablets,MFN,NA,Metformin,NA
1432811000001107,Metformin 500mg tablets (Kent Pharma (UK) Ltd) 500 tablet,MFN,NA,Metformin,NA
1432911000001102,Metformin 500mg tablets (Kent Pharma (UK) Ltd) 84 tablet 6 x 14 tablets,MFN,NA,Metformin,NA
1433011000001105,Metformin 500mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
1433411000001101,Metformin 500mg tablets (Zentiva Pharma UK Ltd) 84 tablet 4 x 21 tablets,MFN,NA,Metformin,NA
1433811000001104,Metformin 500mg tablets (Unichem Plc) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
1433911000001109,Metformin 500mg tablets (Unichem Plc) 500 tablet (product),MFN,NA,Metformin,NA
1434311000001105,Metformin 850mg tablets (A A H Pharmaceuticals Ltd) 300 tablet (product),MFN,NA,Metformin,NA
1434411000001103,Metformin 850mg tablets (A A H Pharmaceuticals Ltd) 56 tablet,MFN,NA,Metformin,NA
1434711000001109,Metformin 850mg tablets (Alpharma Limited) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
1434911000001106,Metformin 850mg tablets (Approved Prescription Services) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
1435011000001106,Metformin 850mg tablets (Viatris UK Healthcare Ltd) 300 tablet,MFN,NA,Metformin,NA
1435111000001107,Metformin 850mg tablets (Viatris UK Healthcare Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
1435211000001101,Metformin 850mg tablets (Kent Pharma (UK) Ltd) 300 tablet,MFN,NA,Metformin,NA
1435411000001102,Metformin 850mg tablets (Kent Pharma (UK) Ltd) 56 tablet,MFN,NA,Metformin,NA
1435511000001103,Metformin 850mg tablets (Sandoz Ltd) 56 tablet (product),MFN,NA,Metformin,NA
1438511000001106,Metformin 850mg tablets (Zentiva Pharma UK Ltd) 56 tablet 4 x 14 tablets,MFN,NA,Metformin,NA
1438611000001105,Metformin 850mg tablets (Unichem Plc) 300 tablet (product),MFN,NA,Metformin,NA
1438711000001101,Metformin 850mg tablets (Unichem Plc) 56 tablet 4 x 14 tablets (product),MFN,NA,Metformin,NA
14584711000001101,Metformin 500mg modified-release tablets (A A H Pharmaceuticals Ltd) (product),MFN,NA,Metformin,NA
14584911000001104,Metformin 500mg modified-release tablets (A A H Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product),MFN,NA,Metformin,NA
14585111000001103,Metformin 500mg modified-release tablets (A A H Pharmaceuticals Ltd) 56 tablet 8 x 7 tablets (product),MFN,NA,Metformin,NA
1469511000001108,Gliclazide 80mg tablets (A A H Pharmaceuticals Ltd) 60 tablet,SU,NA,Gliclazide,NA
1469811000001106,Gliclazide 80mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
1470211000001107,Gliclazide 80mg tablets (Alpharma Limited) 28 tablet 2 x 14 tablets (product),SU,NA,Gliclazide,NA
1470411000001106,Gliclazide 80mg tablets (Alpharma Limited) 60 tablet 6 x 10 tablets (product),SU,NA,Gliclazide,NA
1470911000001103,Gliclazide 80mg tablets (Approved Prescription Services) 28 tablet 2 x 14 tablets (product),SU,NA,Gliclazide,NA
1471411000001102,Gliclazide 80mg tablets (C P Pharmaceuticals Ltd) 60 tablet (product),SU,NA,Gliclazide,NA
1475411000001104,Gliclazide 80mg tablets (Viatris UK Healthcare Ltd) 60 tablet 3 x 20 tablets,SU,NA,Gliclazide,NA
1475511000001100,Gliclazide 80mg tablets (Genus Pharmaceuticals) 60 tablet 3 x 20 tablets (product),SU,NA,Gliclazide,NA
1475611000001101,Gliclazide 80mg tablets (IVAX Pharmaceuticals UK Ltd) 60 tablet 3 x 20 tablets (product),SU,NA,Gliclazide,NA
1475711000001105,Gliclazide 80mg tablets (IVAX Pharmaceuticals UK Ltd) 28 tablet (product),SU,NA,Gliclazide,NA
1475811000001102,Gliclazide 80mg tablets (Kent Pharma (UK) Ltd) 60 tablet,SU,NA,Gliclazide,NA
1475911000001107,Gliclazide 80mg tablets (Kent Pharma (UK) Ltd) 28 tablet,SU,NA,Gliclazide,NA
1476011000001104,Gliclazide 80mg tablets (Sandoz Ltd) 60 tablet 3 x 20 tablets (product),SU,NA,Gliclazide,NA
1476211000001109,Gliclazide 80mg tablets (Sterwin Medicines) 60 tablet (product),SU,NA,Gliclazide,NA
1476311000001101,Gliclazide 80mg tablets (Unichem Plc) 60 tablet 6 x 10 tablets (product),SU,NA,Gliclazide,NA
1476411000001108,Gliclazide 80mg tablets (Unichem Plc) 28 tablet 2 x 14 tablets (product),SU,NA,Gliclazide,NA
14773811000001100,Metformin 500mg tablets (LPC Medical (UK) Ltd) (product),MFN,NA,Metformin,NA
14774111000001109,Metformin 500mg tablets (LPC Medical (UK) Ltd) 28 tablet 4 x 7 tablets (product),MFN,NA,Metformin,NA
14774311000001106,Metformin 850mg tablets (LPC Medical (UK) Ltd) (product),MFN,NA,Metformin,NA
14774411000001104,Metformin 850mg tablets (LPC Medical (UK) Ltd) 56 tablet 8 x 7 tablets (product),MFN,NA,Metformin,NA
147811000001105,Tolbutamide 500mg tablets (Kent Pharma (UK) Ltd),SU,NA,Tolbutamide,NA
1483611000001107,Gliclazide 80mg tablets (Viatris UK Healthcare Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
15019811000001104,Metformin 500mg modified-release tablets (Kent Pharma (UK) Ltd),MFN,NA,Metformin,NA
15019911000001109,Metformin 500mg modified-release tablets (Kent Pharma (UK) Ltd) 28 tablet 4 x 7 tablets,MFN,NA,Metformin,NA
15090711000001101,Gliclazide 30mg modified-release tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Gliclazide,NA
15090811000001109,Gliclazide 30mg modified-release tablets (Sigma Pharmaceuticals Plc) 28 tablet (product),SU,NA,Gliclazide,NA
15090911000001104,Gliclazide 30mg modified-release tablets (Sigma Pharmaceuticals Plc) 56 tablet (product),SU,NA,Gliclazide,NA
15091011000001107,Glimepiride 1mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glimepiride,NA
15091111000001108,Glimepiride 1mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product),SU,NA,Glimepiride,NA
15091211000001102,Glimepiride 2mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glimepiride,NA
15091311000001105,Glimepiride 2mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product),SU,NA,Glimepiride,NA
15091411000001103,Glimepiride 3mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glimepiride,NA
15091511000001104,Glimepiride 3mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product),SU,NA,Glimepiride,NA
15091611000001100,Glimepiride 4mg tablets (Sigma Pharmaceuticals Plc) (product),SU,NA,Glimepiride,NA
