REPO_PATH: code_lists/conditions/diabetes/all_diabetes_snomed.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/conditions/diabetes/all_diabetes_snomed.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/conditions/diabetes/all_diabetes_snomed.csv
FILE_NAME: all_diabetes_snomed.csv

CONTENT_START
conceptId,term,category,qof
43771000000109,Type II diabetes mellitus with ulcer,type 2,0
43781000000106,Type II diabetes mellitus with gangrene,type 2,0
43791000000108,Type II diabetes mellitus with retinopathy,type 2,0
43801000000107,Type II diabetes mellitus - poor control,type 2,0
43821000000103,Type II diabetes mellitus without complication,type 2,0
43831000000101,Type II diabetes mellitus with mononeuropathy,type 2,0
43841000000105,Type II diabetes mellitus with polyneuropathy,type 2,0
43851000000108,Type II diabetes mellitus with nephropathy,type 2,0
43861000000106,Type II diabetes mellitus with hypoglycaemic coma,type 2,0
43871000000104,Type II diabetes mellitus with diabetic cataract,type 2,0
43881000000102,Type II diabetes mellitus with peripheral angiopathy,type 2,0
43891000000100,Type II diabetes mellitus with arthropathy,type 2,0
43901000000104,Type II diabetes mellitus with neuropathic arthropathy,type 2,0
43911000000102,Insulin treated Type 2 diabetes mellitus,type 2,0
43921000000108,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,type 2,0
43959009,Diabetic cataract,unspecified,0
44054006,Diabetes mellitus type II,type 2,1
441581000124101,Diabetic specialty enteral formula,unspecified,0
441591000124103,Diabetic enteral formula with fibre,unspecified,0
441601000124106,Diabetic high calorie high protein enteral formula with fiber,unspecified,0
441628001,Multiple complications due to diabetes mellitus,unspecified,0
441656006,Hyperglycaemic crisis in diabetes mellitus,unspecified,0
442541000000107,[X]Other specified diabetes mellitus (disorder),unspecified,0
443051000124104,Adult diabetic specialty formula (product),unspecified,0
443694000,Type II diabetes mellitus uncontrolled (finding),type 2,1
444073006,Type I diabetes mellitus uncontrolled (finding),type 1,1
444074000,Type I diabetes mellitus well controlled (finding),type 1,0
444110003,Type II diabetes mellitus well controlled (finding),type 2,0
444331000124106,Diabetic meal replacement bar (product),unspecified,0
444913002,Diabetes mellitus service (qualifier value),unspecified,0
445170001,Macroalbuminuric diabetic nephropathy (disorder),unspecified,0
445260006,Posttransplant diabetes mellitus (disorder),unspecified,0
445353002,Brittle type II diabetes mellitus (finding),type 2,1
44661000000105,Diabetic foot examination (regime/therapy),unspecified,0
449851000000103,[X]Pre-existing diabetes mellitus unspecified (disorder),unspecified,0
453171000000101,Diabetes Type II (non-insulin-dependent) associated with renal failure - European Dialysis and Transplant Association (disorder),type 2,0
4551000175107,Diabetic foot exam not done,unspecified,0
4581000175103,Diabetic retinal eye exam not done (situation),unspecified,0
46635009,Insulin dependent diabetes mellitus,type 1,1
47034004,Antidiabetic agent preparation,unspecified,0
47101000000108,Diabetic foot examination,unspecified,0
472969004,History of diabetes mellitus type 2 (situation),type 2,0
472970003,History of diabetes mellitus type 1 (situation),type 1,0
472972006,History of autosomal dominant diabetes mellitus,unspecified,0
473134007,Symptomatic diabetic peripheral neuropathy absent,unspecified,0
473180009,Discussion about diabetic ketoacidosis in pregnancy (procedure),unspecified,0
473189005,On subcutaneous insulin for diabetes mellitus,unspecified,0
473208009,Assessment of diabetic erectile dysfunction (procedure),unspecified,0
473209001,Diabetic erectile dysfunction review (regime/therapy),unspecified,0
47481000000105,Type I diabetes mellitus,type 1,0
48321000000102,Diabetic foot examination,unspecified,0
4855003,Diabetic retinopathy,unspecified,1
486761000000108,Impaired vision due to diabetic retinopathy ,unspecified,0
487291000000109,Eligible for diabetic retinopathy screening ,unspecified,0
487301000000108,Ineligible for diabetic retinopathy screening ,unspecified,0
487311000000105,Eligibility temporarily inactive for diabetic retinopathy screening ,unspecified,0
487321000000104,Eligibility permanently inactive for diabetic retinopathy screening ,unspecified,0
487331000000102,Impaired vision due to diabetic retinopathy ,unspecified,0
488181000000102,Impaired vision due to diabetic retinopathy ,unspecified,0
48951005,Bullosis diabeticorum,unspecified,0
491121000000106,Eligible for diabetic retinopathy screening ,unspecified,0
491131000000108,Ineligible for diabetic retinopathy screening ,unspecified,0
491141000000104,Eligibility temporarily inactive for diabetic retinopathy screening ,unspecified,0
491151000000101,Eligibility permanently inactive for diabetic retinopathy screening ,unspecified,0
491161000000103,Excluded from diabetic retinopathy screening ,unspecified,0
491731000000107,Referral to diabetes support worker for diabetics of Asian origin,unspecified,0
49455004,Diabetic polyneuropathy,unspecified,1
494961000000102,Discharged from diabetes shared care programme (finding),unspecified,0
497731000000102,[D]Gangrene of toe in diabetic (context-dependent category),unspecified,0
497741000000106,[D]Widespread diabetic foot gangrene (context-dependent category),unspecified,0
50201000000100,Type I diabetes mellitus,type 1,0
50211000000103,Type I diabetes mellitus - poor control,type 1,0
50221000000109,Type I diabetes mellitus with arthropathy,type 1,0
50231000000106,Type II diabetes mellitus,type 2,0
50241000000102,Insulin treated Type 2 diabetes mellitus,type 2,0
50620007,Diabetic autonomic neuropathy,unspecified,0
51002006,Diabetes mellitus associated with pancreatic disease,unspecified,1
510741000000102,Diabetes self management plan (qualifier value),unspecified,0
512561000000108,Unsuitable for diabetes year of care programme (finding),unspecified,0
512571000000101,Patient unsuitable for Diabetes Year of Care programme ,unspecified,0
512581000000104,Declined consent for diabetes year of care programme (finding),unspecified,0
512591000000102,No consent for Diabetes Year of Care programme ,unspecified,0
519141000000107,History of diabetic complication (situation),unspecified,0
521391000000106,Education in self management of diabetes (procedure),unspecified,0
521401000000109,Education for self management of diabetes ,unspecified,0
527691000000107,Diabetic on subcutaneous treatment (finding),unspecified,0
527701000000107,Diabetic on subcutaneous treatment ,unspecified,0
528451000000103,Diabetes mellitus with no mention of complication,unspecified,0
530558861000132104,Atypical diabetes mellitus (disorder),unspecified,0
532401000000104,Diabetes mellitus juvenile type with no mention of complication,type 1,0
532411000000102,Diabetes mellitus adult onset with no mention of complication (disorder),type 2,0
5368009,Drug-induced diabetes mellitus,unspecified,1
54059007,Xanthoma diabeticorum,unspecified,0
54181000,Diabetes-nephrosis syndrome,unspecified,0
551831000000104,Diabetes mellitus NOS with ketoacidotic coma,unspecified,0
55626003,NIDDM in nonobese,type 2,0
55692006,Diabetes with hyperosmolar coma,unspecified,0
56391002,Necrobiosis lipoidica diabeticorum,unspecified,0
567641000000108,Haemoglobin A1C - diabetic control NOS,unspecified,0
578651000000101,Diabetic - poor control NOS,unspecified,0
58581000087105,Education about complication due to diabetes mellitus (procedure),unspecified,0
587871000000104,Diabetic mononeuritis NOS (disorder),unspecified,0
59079001,Diabetes mellitus associated with hormonal etiology,unspecified,0
59276001,Proliferative diabetic retinopathy,unspecified,0
593661000000102,Diabetes mellitus NOS with ketoacidosis (disorder),unspecified,0
593671000000109,Diabetes mellitus NOS with hyperosmolar coma (disorder),unspecified,0
593681000000106,Other specified diabetes mellitus with renal complications,unspecified,0
593691000000108,Diabetes mellitis with nephropathy NOS (disorder),unspecified,0
593701000000108,Other specified diabetes mellitus with ophthalmic complications (disorder),unspecified,0
593711000000105,Diabetes mellitus NOS with ophthalmic manifestation (disorder),unspecified,0
593721000000104,Other specified diabetes mellitus with peripheral circulatory complications,unspecified,0
593731000000102,Diabetes mellitus NOS with peripheral circulatory disorder,unspecified,0
59801000119102,History of small vessel disease due to diabetes mellitus (situation),unspecified,0
60009009,Diabetic intracapillary glomerulosclerosis,unspecified,0
60951000119105,Blindness due to type 2 diabetes mellitus,type 2,0
609563008,Pre-existing diabetes mellitus in pregnancy (disorder),unspecified,0
609564002,Pre-existing type 1 diabetes mellitus in pregnancy,type 1,0
609566000,Pregnancy and type 1 diabetes mellitus,type 1,0
609567009,Pre-existing type 2 diabetes mellitus in pregnancy,type 2,0
609568004,Diabetes mellitus due to genetic defect in beta cell function,unspecified,0
609569007,Diabetes mellitus due to genetic defect in insulin action,unspecified,0
60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus,type 1,0
60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus,type 1,0
60991000119100,Blindness due to type 1 diabetes mellitus (disorder),type 1,0
6143009,Diabetic patient education,unspecified,0
619991000000106,Other specified diabetes mellitus with neurological complications,unspecified,0
620661000000106,Diabetic retinopathy NOS (disorder),unspecified,0
621631000000105,Unspecified diabetes mellitus with multiple complications,unspecified,0
62260007,Pretibial pigmental patches in diabetes,unspecified,0
624691000000109,Diabetes mellitus NOS with neurological manifestation (disorder),unspecified,0
630481000000101,Diabetes mellitus NOS with no mention of complication,unspecified,0
630491000000104,Other specified diabetes mellitus with ketoacidosis,unspecified,0
630521000000101,Other specified diabetes mellitus with coma (disorder),unspecified,0
63510008,Nodular type diabetic glomerulosclerosis,unspecified,0
658001000000101,Other specified diabetes mellitus with multiple complications,unspecified,0
658011000000104,Diabetes mellitus with other specified manifestation,unspecified,0
658021000000105,Diabetes mellitus juvenile type with other specified manifestation,type 1,0
658031000000107,Diabetes mellitus adult onset with other specified manifestation,type 2,0
658051000000100,Other specified diabetes mellitus with other specified complications,unspecified,0
658061000000102,Diabetes mellitus NOS with other specified manifestation (disorder),unspecified,0
658071000000109,Diabetes mellitus with unspecified complication (disorder),unspecified,0
658081000000106,Diabetes mellitus juvenile type with unspecified complication (disorder),type 1,0
658091000000108,Diabetes mellitus adult onset with unspecified complication,type 2,0
658101000000100,Other specified diabetes mellitus with unspecified complications (disorder),unspecified,0
658111000000103,Diabetes mellitus NOS with unspecified complication,unspecified,0
659291000000108,Diabetes with other complications (disorder),unspecified,0
662471000000105,Diabetic monitoring NOS (regime/therapy),unspecified,0
665001000000101,Insulins or antidiabetic poisoning NOS,unspecified,0
670331000000109,Adverse reaction to insulins and antidiabetic agents NOS (disorder),unspecified,0
691000119103,Erectile dysfunction associated with type I diabetes mellitus,type 1,0
698360004,Diabetes self management plan,unspecified,0
698610002,Education about self management of diabetes (procedure),unspecified,0
698961000000108,Diabetes mellitus - unspecified whether during pregnancy or the puerperium (disorder),unspecified,0
698971000000101,Diabetes mellitus during pregnancy childbirth or the puerperium NOS (disorder),unspecified,0
700414001,Education about diabetes and driving,unspecified,0
700924001,Therapeutic diabetic sock,unspecified,0
701000119103,Mixed hyperlipidaemia associated with type II diabetes mellitus,type 2,0
702706001,Diabetes clinic (environment),unspecified,0
702848001,Diabetes foot care clinic (environment),unspecified,0
702849009,Diabetes in pregnancy clinic (environment),unspecified,0
702850009,Diabetic retinopathy clinic (environment),unspecified,0
703040004,Agreeing on diabetes care plan (procedure),unspecified,0
703136005,Diabetes mellitus in remission (disorder),unspecified,1
703137001,Type I diabetes mellitus in remission (disorder),type 1,1
703138006,Type II diabetes mellitus in remission (disorder),type 2,1
704471000000107,Diabetes care by hospital only,unspecified,0
705072004,Diabetes monitoring invitation by short message service text messaging,unspecified,0
706891008,Neuropathy due to brittle type I diabetes mellitus,type 1,0
706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder),type 1,0
707221002,Diabetic glomerulosclerosis,unspecified,0
707351000000101,Discharged from diabetes shared care programme,unspecified,0
707683005,Adjusted for diabetes technique (qualifier value),unspecified,0
709147009,Gingivitis co-occurrent with diabetes mellitus,unspecified,0
711000119100,Diabetic stage 5 chronic renal impairment associated with type 2 diabetes mellitus,type 2,0
711027007,Diabetic ulcer care,unspecified,0
712882000,Diabetic autonomic neuropathy due to type 1 diabetes mellitus,type 1,0
712883005,Diabetic autonomic neuropathy due to type 2 diabetes mellitus,type 2,0
713101001,Education about diabetic ulcer care,unspecified,0
713130008,Assessment of diabetic foot ulcer,unspecified,0
713457002,Neovascular glaucoma due to diabetes mellitus (disorder),unspecified,0
713671000000109,Diabetes monitoring administration (record artifact),unspecified,0
713681000000106,Diabetes monitoring administration NOS (record artifact),unspecified,0
713691000000108,Diabetes clinic administration (record artifact),unspecified,0
713702000,Gastroparesis due to type 1 diabetes mellitus,type 1,1
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),type 2,1
713704004,Gastroparesis due to diabetes mellitus (disorder),unspecified,0
713705003,Polyneuropathy due to type 1 diabetes mellitus,type 1,1
713706002,Polyneuropathy due to type 2 diabetes mellitus,type 2,1
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder),type 2,0
71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus,type 2,0
714664001,At risk of diabetic foot ulcer (finding),unspecified,0
715159005,Referral to diabetes service (procedure),unspecified,0
715759002,Provision of written information about diabetes and hypertension (procedure),unspecified,0
715879000,Provision of written information about diabetes and high cholesterol (procedure),unspecified,0
715894001,Provision of written information about diabetes mellitus (procedure),unspecified,0
716020005,Diabetic embryopathy (disorder),unspecified,0
716031000000106,Excepted from diabetes quality indicators - informed dissent,unspecified,0
716362006,Gingival disease co-occurrent with diabetes mellitus (disorder),unspecified,0
716911000000104,Exception reporting - diabetes quality indicators,unspecified,0
71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,type 1,0
71721000119101,Nephrotic syndrome due to type 1 diabetes mellitus,type 1,0
717421000000100,Excepted from diabetes quality indicators - patient unsuitable,unspecified,0
71771000119100,Type 1 diabetes mellitus with neuropathic arthropathy,type 1,1
71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus,type 1,0
719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder),type 2,1
719566006,Diabetic on non-insulin injectable medication (finding),unspecified,0
719570003,Provision of diabetes identity card (procedure),unspecified,0
719943000,Provision of written information about diabetes and high hemoglobin A1c level (procedure),unspecified,0
720029003,Diabetic retinopathy phototherapy mask (physical object),unspecified,0
72021000119109,Diabetic dermopathy due to type 1 diabetes mellitus,type 1,0
72031000119107,Severe malnutrition due to type 1 diabetes mellitus (disorder),type 1,0
72041000119103,Osteomyelitis due to type 1 diabetes mellitus (disorder),type 1,0
720504004,Not suitable for Diabetes Education and Self Management for Ongoing and Newly Diagnosed program (finding),unspecified,0
72051000119101,Severe malnutrition due to type 2 diabetes mellitus,type 2,0
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder),type 2,0
720685006,Seen by diabetes specialist nurse (finding),unspecified,0
720724003,Has diabetes identity card (finding),unspecified,0
721000119107,Diabetic stage 4 chronic renal impairment associated with type 2 diabetes mellitus,type 2,0
721103006,Diabetic retinopathy of eye not detected (situation),unspecified,0
721283000,Acidosis due to type 1 diabetes mellitus (disorder),type 1,0
721284006,Acidosis due to type 2 diabetes mellitus (disorder),type 2,0
72141000119104,Chronic ulcer of skin due to type 1 diabetes mellitus,type 1,0
722161008,Diabetic retinal eye exam (procedure),unspecified,0
723074006,Renal papillary necrosis due to diabetes mellitus (disorder),unspecified,0
724136006,Diabetic mastopathy,unspecified,0
724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),unspecified,0
724876003,Lesion of skin co-occurrent and due to diabetes mellitus (disorder),unspecified,0
724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder),unspecified,0
731000119105,Chronic kidney disease stage 3 associated with type 2 diabetes mellitus,type 2,0
73211009,Diabetes mellitus,unspecified,1
734920002,Diabetes mellitus education service (qualifier value),unspecified,0
735199000,History of lower extremity amputation as a complication of diabetes mellitus,unspecified,0
735200002,Absence of lower limb due to diabetes mellitus (disorder),unspecified,0
735537007,Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis (disorder),unspecified,1
735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder),unspecified,1
735539005,Metabolic acidosis co-occurrent and due to diabetes mellitus (disorder),unspecified,1
735985000,Diabetes self management plan (record artifact),unspecified,0
736284000,Diabetes clinical management plan,unspecified,0
73780004,Poisoning by insulin AND/OR antidiabetic agent,unspecified,0
739663003,Diabetes Treatment Satisfaction Questionnaire status version,unspecified,0
739664009,DTSQc - Diabetes Treatment Satisfaction Questionnaire change version,unspecified,0
739681000,Diabetic oculopathy due to type I diabetes mellitus,type 1,1
741000119101,Chronic kidney disease stage 2 associated with type 2 diabetes mellitus,type 2,0
74627003,Diabetic complication,unspecified,0
750721000000102,Excepted from diabetes quality indicators: service unavailable (finding),unspecified,0
750731000000100,Excepted from diabetes quality indicators: Service unavailable ,unspecified,0
751000119104,Chronic kidney disease stage 1 associated with type 2 diabetes mellitus,type 2,0
752141000000107,Diabetes monitoring invitation by short message service text messaging (procedure),unspecified,0
752151000000105,Diabetes monitoring invitation by short message service ,unspecified,0
754081000000109,Diabetic dietary review (regime/therapy),unspecified,0
754091000000106,Diabetic dietary review ,unspecified,0
754101000000103,Type I diabetic dietary review (regime/therapy),type 1,0
754111000000101,Type 1 diabetic dietary review ,type 1,0
754121000000107,Type II diabetic dietary review (regime/therapy),type 2,0
754131000000109,Type 2 diabetic dietary review ,type 2,0
754141000000100,Diabetic dietary review declined (situation),unspecified,0
754151000000102,Diabetic dietary review declined ,unspecified,0
754461000000105,Referral to type I diabetes structured education programme (procedure),type 1,0
755491000000100,Diabetes structured education programme completed (situation),unspecified,0
756381000000100,On examination - Left diabetic foot at increased risk (finding),unspecified,0
756391000000103,On examination - Right diabetic foot at increased risk (finding),unspecified,0
75682002,Diabetes mellitus due to insulin receptor antibodies,unspecified,1
758621000000105,Advised about diabetes and driving (situation),unspecified,0
759411000000107,Pre-conception advice for diabetes mellitus (procedure),unspecified,0
759421000000101,Pre-conception advice for diabetes mellitus,unspecified,0
761000119102,Diabetic dyslipidemia associated with type 2 diabetes mellitus,type 2,0
762489000,Acute complication with diabetes mellitus,unspecified,0
762731000000107,Diabetic monitoring - injection sites normal (finding),unspecified,0
762741000000103,Diabetic monitoring - injection sites abnormal (finding),unspecified,0
762811000000109,Did not attend diabetes foot screening (finding),unspecified,0
762821000000103,Did not attend diabetes foot screening ,unspecified,0
763782001,Provision of patient held diabetes record declined,unspecified,0
763783006,Provision of patient held diabetes record (procedure),unspecified,0
765147009,Diabetes Treatment Satisfaction Questionnaire status version score (observable entity),unspecified,0
765148004,Assessment using Diabetes Treatment Satisfaction Questionnaire status version,unspecified,0
76771000000102,Diabetic peripheral neuropathy screening,unspecified,0
768281000000103,Anti-diabetic drug therapy observation (observable entity),unspecified,0
768792007,Cataract of right eye co-occurrent and due to diabetes mellitus,unspecified,1
768793002,Diabetic cataract of left eye,unspecified,1
768794008,Bilateral diabetic cataracts,unspecified,1
768797001,Iritis of right eye co-occurrent and due to diabetes mellitus,unspecified,0
768798006,Iritis of left eye co-occurrent and due to diabetes mellitus,unspecified,0
768799003,Iritis of bilateral eyes co-occurrent and due to diabetes mellitus (disorder),unspecified,0
769181007,Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus (disorder),unspecified,0
769182000,Preproliferative diabetic retinopathy of left eye,unspecified,0
769183005,Mild nonproliferative diabetic retinopathy of right eye,unspecified,0
769185003,Moderate non-proliferative diabetic retinopathy of right eye,unspecified,0
769186002,Moderate nonproliferative diabetic retinopathy of left eye,unspecified,0
769187006,Severe nonproliferative diabetic retinopathy of right eye,unspecified,0
769188001,Severe nonproliferative retinopathy of left eye co-occurrent and due to diabetes mellitus (disorder),unspecified,0
769190000,Very severe nonproliferative diabetic retinopathy of right eye,unspecified,0
769191001,Very severe nonproliferative diabetic retinopathy of left eye,unspecified,0
769217008,Diabetic macular edema of right eye,unspecified,0
769218003,Macular oedema of left eye co-occurrent and due to diabetes mellitus,unspecified,0
769219006,Macular edema due to type 1 diabetes mellitus,type 1,0
769220000,Macular edema co-occurrent and due to type 2 diabetes mellitus,type 2,0
769221001,Clinically significant macular edema of right eye co-occurrent and due to diabetes mellitus (disorder),unspecified,0
769222008,Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus,unspecified,0
769244003,Diabetic maculopathy of right eye,unspecified,0
769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder),unspecified,0
770094004,Cervical radiculoplexus neuropathy co-occurrent and due to diabetes mellitus (disorder),unspecified,0
770095003,Cranial nerve palsy due to diabetes mellitus,unspecified,0
770096002,Erectile dysfunction co-occurrent and due to diabetes mellitus (disorder),unspecified,0
770097006,Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder),unspecified,0
770098001,Cranial nerve palsy with type 1 diabetes mellitus,type 1,0
770323005,Retinal edema due to diabetes mellitus,unspecified,0
770324004,Retinal ischemia due to diabetes mellitus,unspecified,0
770361008,Vitreous hemorrhage of right eye co-occurrent and due to diabetes mellitus,unspecified,0
770362001,Vitreous haemorrhage of left eye with diabetes mellitus,unspecified,0
770581008,Diabetic retinal microaneurysm of right eye,unspecified,0
770582001,Retinal microaneurysm of left eye co-occurrent and due to diabetes mellitus,unspecified,0
770599000,Retinal venous beading of right eye co-occurrent and due to diabetes mellitus,unspecified,0
770600002,Retinal venous beading of left eye with diabetes mellitus,unspecified,0
770752005,Seen in diabetes preconception counselling clinic,unspecified,0
770765001,Proliferative diabetic retinopathy of right eye,unspecified,0
770766000,Proliferative diabetic retinopathy of left eye,unspecified,0
770789008,Referral to community diabetes antenatal clinic,unspecified,0
770811007,Referral to hospital diabetes antenatal clinic (procedure),unspecified,0
771000119108,Chronic renal impairment associated with type II diabetes mellitus,type 2,0
771521000000101,History of autosomal dominant diabetes mellitus (situation),unspecified,0
771691000000102,History of diabetes mellitus type 2 (situation),type 2,0
772031000000104,History of diabetes mellitus type 1 (situation),type 1,0
772789003,Type II diabetes mellitus risk assessment declined,type 2,0
772991000000102,No symptomatic diabetic peripheral neuropathy (situation),unspecified,0
773001000000103,Symptomatic diabetic peripheral neuropathy (disorder),unspecified,0
773865008,Antidiabetic therapeutic role (role),unspecified,0
774521000000103,History of diabetic nephropathy (situation),unspecified,0
774561000000106,Discussion about diabetic ketoacidosis in pregnancy (procedure),unspecified,0
775841000000109,Diabetic retinopathy detected by national screening programme (disorder),unspecified,0
776351000000108,Diabetic erectile dysfunction review (regime/therapy),unspecified,0
776361000000106,Diabetic erectile dysfunction review ,unspecified,0
776381000000102,Diabetic complaining of erectile dysfunction ,unspecified,0
776401000000102,Diabetic: does not complain of erectile dysfunction,unspecified,0
776421000000106,Diabetic erectile dysfunction unresponsive to phosphodiesterase-5 inhibitor ,unspecified,0
776571000000106,Diabetic assessment of erectile dysfunction (procedure),unspecified,0
776581000000108,Diabetic assessment of erectile dysfunction ,unspecified,0
777591000000108,No history of diabetic nephropathy (situation),unspecified,0
777601000000102,No diabetic autonomic neuropathy (situation),unspecified,0
781000119106,Diabetic neuropathic arthropathy associated with type 2 diabetes mellitus,type 2,0
781161000000107,Referral to diabetes education and self management for ongoing and newly diagnosed structured programme declined (situation),unspecified,0
781171000000100,Referral to diabetes education and self management for ongoing and newly diagnosed structured education programme declined ,unspecified,0
783231000000106,History of diabetic ketoacidosis (situation),unspecified,0
783722008,Myopathy and diabetes mellitus (disorder),unspecified,0
783901000000107,No evidence of diabetic nephropathy (situation),unspecified,0
783911000000109,No evidence of diabetic nephropathy ,unspecified,0
78421000000109,Diabetes mellitus with persistent microalbuminuria,unspecified,0
78431000000106,Diabetes mellitus with persistent proteinuria,unspecified,0
78441000000102,Type 1 diabetes mellitus with ketoacidosis,type 1,0
78451000000104,Type II diabetes mellitus,type 2,0
78461000000101,Type 2 diabetes mellitus with ketoacidosis,type 2,0
787061000000100,Diabetes care plan declined (situation),unspecified,0
787071000000107,Diabetes care plan declined ,unspecified,0
788878000,Cardiomyopathy due to diabetes mellitus (disorder),unspecified,0
789542009,Neuropathy due to type 1 diabetes mellitus,type 1,0
789562001,Ulcer of heel due to diabetes mellitus,unspecified,0
789567007,Ulcer of heel due to type 2 diabetes mellitus (disorder),type 2,0
789568002,Ulcer of midfoot due to diabetes mellitus (disorder),unspecified,0
789569005,Neuropathic ulcer of heel due to type 2 diabetes mellitus,type 2,0
789570006,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus,type 2,0
789571005,Ulcer of heel due to type 1 diabetes mellitus,type 1,0
789572003,Ulcer of midfoot due to type 1 diabetes mellitus,type 1,0
789585000,Sensory polyneuropathy due to diabetes mellitus (disorder),unspecified,0
791000119109,Angina associated with type II diabetes mellitus,type 2,0
792926007,Armanni-Ebstein kidney due to diabetes mellitus (disorder),unspecified,0
79367009,Child diabetes diet,unspecified,0
79554005,Asymmetric diabetic proximal motor neuropathy,unspecified,0
806961000000103,Self management of diabetes,unspecified,0
807821000000103,Diabetic medicine,unspecified,0
809391000000101,Referral to diabetes clinic (procedure),unspecified,0
81031000000100,Diabetic peripheral neuropathy screening,unspecified,0
810961000000103,Diabetes self-management plan review (procedure),unspecified,0
811391000000104,Referral to community diabetes service (procedure),unspecified,0
811401000000101,Referral to community diabetes service ,unspecified,0
811981000000102,Diabetes self-management plan agreed (finding),unspecified,0
811991000000100,Diabetes self-management plan agreed ,unspecified,0
81531005,NIDDM in obese,type 2,0
816177009,Nonproliferative retinopathy of left eye due to diabetes mellitus (disorder),unspecified,0
816178004,Nonproliferative retinopathy of right eye due to diabetes mellitus,unspecified,0
816961009,Stable treated proliferative retinopathy of right eye due to diabetes mellitus (disorder),unspecified,0
816962002,Stable treated proliferative retinopathy of left eye due to diabetes mellitus,unspecified,0
81830002,Diabetic mononeuropathy simplex,unspecified,0
819301000000105,Diabetes monitoring injection site check declined,unspecified,0
819331000000104,Diabetes monitoring injection site not checked,unspecified,0
822995009,Hyperglycaemia due to diabetes mellitus,unspecified,0
82541000119100,Traction retinal detachment due to type 2 diabetes mellitus,type 2,0
82551000119103,Rubeosis iridis due to type 2 diabetes mellitus,type 2,0
82571000119107,Traction retinal detachment due to type 1 diabetes mellitus,type 1,0
82581000119105,Rubeosis iridis due to type 1 diabetes mellitus,type 1,1
828031000000104,Paediatric diabetic medicine,unspecified,0
82841000000107,Type I diabetes mellitus with renal complications,type 1,0
82851000000105,Type I diabetes mellitus with ophthalmic complications,type 1,0
82861000000108,Type I diabetes mellitus with neurological complications,type 1,0
82871000000101,Type I diabetes mellitus with multiple complications,type 1,0
82881000000104,Unstable type I diabetes mellitus,type 1,0
828901000000109,Endocrinology and diabetes,unspecified,0
82891000000102,Type I diabetes mellitus with ulcer,type 1,0
82901000000101,Type I diabetes mellitus with gangrene,type 1,0
82911000000104,Type I diabetes mellitus with retinopathy,type 1,0
82921000000105,Type I diabetes mellitus maturity onset,type 1,0
82931000000107,Type I diabetes mellitus without complication,type 1,0
82941000000103,Type I diabetes mellitus with mononeuropathy,type 1,0
82951000000100,Type I diabetes mellitus with polyneuropathy,type 1,0
829521000000104,Provision of diabetes clinical summary (procedure),unspecified,0
82961000000102,Type I diabetes mellitus with nephropathy,type 1,0
82971000000109,Type I diabetes mellitus with hypoglycaemic coma,type 1,0
82980005,Anemia of diabetes,unspecified,0
82981000000106,Type I diabetes mellitus with diabetic cataract,type 1,0
82991000000108,Type I diabetes mellitus with peripheral angiopathy,type 1,0
83001000000107,Type I diabetes mellitus with neuropathic arthropathy,type 1,0
83011000000109,Type 1 diabetes mellitus with persistent proteinuria,type 1,0
83021000000103,Type 1 diabetes mellitus with persistent microalbuminuria,type 1,0
83031000000101,Type 1 diabetes mellitus with ketoacidosis,type 1,0
83041000000105,Type 1 diabetes mellitus with ketoacidotic coma,type 1,0
83051000000108,Type II diabetes mellitus with renal complications,type 2,0
83061000000106,Type II diabetes mellitus with ophthalmic complications,type 2,0
83071000000104,Type II diabetes mellitus with neurological complications,type 2,0
83081000000102,Type II diabetes mellitus with multiple complications,type 2,0
83091000000100,Type II diabetes mellitus with ulcer,type 2,0
83101000000108,Type II diabetes mellitus with gangrene,type 2,0
831021000000108,Provision of diabetes clinical summary,unspecified,0
83111000000105,Type II diabetes mellitus with retinopathy,type 2,0
83131000000102,Type II diabetes mellitus without complication,type 2,0
83141000000106,Type II diabetes mellitus with mononeuropathy,type 2,0
83151000000109,Type II diabetes mellitus with polyneuropathy,type 2,0
